Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
03/26/2018,NYPD (Non-CIP),Vehicle Accident,3564,3.28,171.01,,,,,886.04,3751.98,3699.82,3,145,,,,,316,1824.5,2572,47.77,11.92,,,2.80,0.05,,
03/26/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,193,3.31,93.40,,,,,397.86,1455.41,1436.42,3,77,,,,,146,557,953,17.63,5.07,,,1.50,0.06,,
03/26/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,503,3.31,144.24,,,,,236.52,2300.81,1134.06,3,124,,,,,51,1190,426,34.40,1.54,,,2.35,0.06,,
03/26/2018,NYPD (Non-CIP),Past Crime,3173,3.26,212.34,,,,,856.11,3679.40,3606.16,3,181,,,,,248,1634,2310,47.05,10.73,,,3.48,0.05,,
03/26/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1565,3.25,168.29,,,,,655.55,2116.15,2105.13,3,146,,,,,187,639,1184,24.34,8.12,,,2.75,0.05,,
03/26/2018,NYPD (Non-CIP),Possible Crimes,9562,3.27,139.98,,,,,715.95,2976.90,2899.17,3,106,,,,,228.5,1098,1666.5,37.68,9.60,,,2.28,0.05,,
03/26/2018,NYPD (Non-CIP),Other Crimes (In Progress),2842,3.29,158.68,,,,,405.55,1001.00,992.65,3,132,,,,,104,298.5,618.5,9.92,4.11,,,2.59,0.05,,
03/26/2018,NYPD (Non-CIP),Alarms,2476,3.27,122.81,,,,,654.02,2738.59,2738.59,3,106,,,,,240,1088.5,1650.5,34.74,8.85,,,1.99,0.05,,
04/02/2018,EMS,1. Life Threating Med Emergencies,9185,3.21,62.19,,,66.92,118.95,147.42,519.73,464.68,3,70,,,10.5,39,75.5,332,400.5,6.21,1.38,0.85,0.10,0.98,0.05,,
04/02/2018,EMS,,1,2.00,62.00,,,65.60,124.35,138.00,359.00,359.00,2,60,,,5,60,76,221,359,3.68,1.27,1.00,0.08,1.00,0.03,,
04/02/2018,EMS,2. Non-Life Threatening Med Emergencies,13236,3.25,78.68,,,85.57,128.40,172.16,689.24,601.75,3,82.5,,,10.5,42,79.5,451,511.5,8.62,1.50,0.70,0.15,1.26,0.05,,
04/02/2018,FDNY,2. Non-Structural Fires,229,3.14,30.82,36.31,98.08,,,110.29,363.17,351.74,3,18,5,42,,,9,236,328,4.21,0.20,,,0.46,0.05,0.09,1.03
04/02/2018,FDNY,4. Non-Medical Emergencies,2697,3.22,119.14,48.79,112.00,,,191.17,497.05,458.48,3,31,5,47,,,9,269,386,5.10,0.21,,,1.93,0.05,0.09,1.05
04/02/2018,FDNY,3. Medical Emergencies,2940,3.25,209.03,,,65.74,204.15,234.13,519.03,427.22,3,115,,,5,54,7,264,392,4.75,0.42,1.75,0.08,3.43,0.05,,
04/02/2018,FDNY,1. Structural Fires,298,3.21,39.66,33.48,87.91,,,107.91,304.04,299.69,3,18,5,48,,,8,193.5,287,3.27,0.16,,,0.61,0.05,0.08,0.91
04/02/2018,NYPD,2. Serious,2115,3.23,119.32,,,,,222.19,499.99,476.59,3,91,,,,,64,171,373,4.63,1.71,,,1.93,0.05,,
04/02/2018,NYPD,3. Non-Critical,649,3.26,165.98,,,,,432.62,1053.23,1046.33,3,137,,,,,108,326,676,10.34,4.44,,,2.71,0.05,,
04/02/2018,NYPD,1. Critical,907,3.34,116.86,,,,,215.28,399.83,384.26,3,87,,,,,57,128,314,3.08,1.64,,,1.89,0.06,,
04/02/2018,NYPD (Non-CIP),Vehicle Accident,3186,3.24,173.81,,,,,772.93,3349.72,3319.52,3,145,,,,,258,1612.5,2268,42.95,9.99,,,2.84,0.05,,
04/02/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,434,3.12,150.18,,,,,228.04,2110.17,1071.00,3,128,,,,,48,1065,406.5,31.37,1.30,,,2.45,0.05,,
04/02/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1448,3.27,166.77,,,,,588.33,1839.62,1829.15,3,147,,,,,178,626,1154,20.85,7.03,,,2.72,0.05,,
04/02/2018,NYPD (Non-CIP),Other Crimes (In Progress),2570,3.26,165.58,,,,,378.07,950.84,946.09,3,135,,,,,99,311.5,644,9.55,3.54,,,2.71,0.05,,
04/02/2018,NYPD (Non-CIP),Dispute,5175,3.21,178.75,,,,,702.13,2239.38,2226.21,3,152,,,,,188,726,1319,25.62,8.72,,,2.93,0.05,,
04/02/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,199,3.04,96.96,,,,,361.39,1436.84,1436.84,3,75,,,,,116,654,1098,17.92,4.41,,,1.57,0.05,,
04/02/2018,NYPD (Non-CIP),Possible Crimes,9485,3.27,139.99,,,,,651.46,2616.67,2537.25,3,107,,,,,210,942,1471,32.75,8.52,,,2.28,0.05,,
04/02/2018,NYPD (Non-CIP),Alarms,2832,3.32,125.83,,,,,630.50,2507.69,2507.69,3,107,,,,,233,1013,1579.5,31.29,8.41,,,2.04,0.06,,
04/02/2018,NYPD (Non-CIP),Past Crime,2962,3.21,213.39,,,,,797.59,3317.01,3255.35,3,182,,,,,237,1508.5,2169,41.99,9.74,,,3.50,0.05,,
04/09/2018,EMS,1. Life Threating Med Emergencies,9737,3.34,64.08,,,68.97,119.05,151.60,533.55,470.51,3,67,,,11,38,76.5,336.5,402,6.37,1.40,0.80,0.11,1.01,0.06,,
04/09/2018,EMS,2. Non-Life Threatening Med Emergencies,13853,3.32,81.63,,,88.76,121.70,185.58,733.34,630.66,3,83,,,11.5,41.5,81,469,532,9.13,1.66,0.52,0.15,1.31,0.06,,
04/09/2018,FDNY,3. Medical Emergencies,3252,3.34,229.73,,,69.96,224.48,254.60,534.09,445.46,3,115,,,5,51,7,261,395,4.66,0.41,1.77,0.08,3.77,0.06,,
04/09/2018,FDNY,4. Non-Medical Emergencies,2587,3.29,140.55,49.50,108.55,,,208.80,515.66,465.87,3,30,5,46,,,8,274,391,5.11,0.20,,,2.29,0.05,0.09,0.98
04/09/2018,FDNY,1. Structural Fires,300,3.22,31.87,35.74,90.29,,,103.89,302.48,298.29,3,17.5,5,49,,,9,189,287,3.31,0.19,,,0.48,0.05,0.11,0.91
04/09/2018,FDNY,2. Non-Structural Fires,183,3.28,31.70,34.31,86.16,,,99.54,367.22,361.76,3,17,5,44,,,9,260,351,4.46,0.20,,,0.47,0.05,0.09,0.86
04/09/2018,NYPD,1. Critical,950,3.44,114.79,,,,,207.46,399.02,382.14,3,88,,,,,55,131,311.5,3.19,1.54,,,1.86,0.06,,
04/09/2018,NYPD,3. Non-Critical,624,3.21,165.46,,,,,434.19,1166.79,1142.61,3,140.5,,,,,117,358,702,12.21,4.48,,,2.70,0.05,,
04/09/2018,NYPD,2. Serious,2282,3.33,115.78,,,,,231.03,539.05,511.12,3,89,,,,,67,176,379,5.13,1.92,,,1.87,0.06,,
04/09/2018,NYPD (Non-CIP),Dispute,5266,3.30,177.47,,,,,809.63,2633.10,2617.36,3,149,,,,,210,798.5,1478.5,30.39,10.54,,,2.90,0.05,,
04/09/2018,NYPD (Non-CIP),Possible Crimes,9649,3.35,143.19,,,,,767.22,2969.21,2880.03,3,109,,,,,242,1110,1695,36.70,10.40,,,2.33,0.06,,
04/09/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,409,3.14,154.11,,,,,244.28,2389.53,1218.03,3,134,,,,,57,1155,449,35.75,1.50,,,2.52,0.05,,
04/09/2018,NYPD (Non-CIP),Alarms,2554,13.90,127.57,,,,,728.50,2859.44,2859.25,3,110,,,,,270.5,1111,1769,35.52,10.02,,,1.89,0.23,,
04/09/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,234,3.16,101.75,,,,,395.79,1464.21,1456.62,3,81,,,,,102.5,639,950,17.81,4.90,,,1.64,0.05,,
04/09/2018,NYPD (Non-CIP),Other Crimes (In Progress),2844,3.36,158.51,,,,,415.65,1058.28,1052.66,3,129,,,,,110,300.5,633.5,10.71,4.29,,,2.59,0.06,,
04/09/2018,NYPD (Non-CIP),Vehicle Accident,3793,3.32,172.80,,,,,910.13,3888.83,3826.94,3,149,,,,,309,1869,2616,49.65,12.29,,,2.82,0.06,,
04/09/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1581,3.30,168.47,,,,,728.18,2091.66,2057.27,3,146,,,,,204,643,1176,22.72,9.33,,,2.75,0.06,,
04/09/2018,NYPD (Non-CIP),Past Crime,3111,3.28,213.57,,,,,933.15,3790.78,3712.43,3,181,,,,,288,1598,2335,47.63,11.99,,,3.50,0.05,,
04/16/2018,EMS,1. Life Threating Med Emergencies,9605,3.22,66.30,,,71.56,121.10,152.78,535.03,473.25,3,71,,,12,38,76.25,335.25,406.25,6.37,1.37,0.79,0.11,1.05,0.05,,
04/16/2018,EMS,2. Non-Life Threatening Med Emergencies,14077,3.28,84.72,,,92.47,128.25,188.30,731.07,632.93,3,84,,,13,41,81.5,461.5,525.5,9.05,1.65,0.56,0.16,1.36,0.05,,
04/16/2018,FDNY,4. Non-Medical Emergencies,2823,3.32,136.95,53.07,120.41,,,214.54,532.89,495.17,3,30,5,49,,,9,283,403,5.31,0.22,,,2.23,0.06,0.09,1.12
04/16/2018,FDNY,3. Medical Emergencies,3162,3.19,216.93,,,69.26,211.99,241.56,523.94,434.68,3,114.5,,,5,51,7,261,387,4.71,0.41,1.69,0.08,3.56,0.05,,
04/16/2018,FDNY,1. Structural Fires,266,3.22,28.33,31.95,89.50,,,101.82,291.90,290.91,3,16,5,47,,,9,187.5,277,3.17,0.19,,,0.42,0.05,0.09,0.96
04/16/2018,FDNY,2. Non-Structural Fires,188,3.64,50.75,35.53,85.87,,,117.39,372.14,365.78,3,17.5,5,45,,,8.5,224.5,319.5,4.25,0.19,,,0.79,0.06,0.09,0.84
04/16/2018,NYPD,3. Non-Critical,599,3.34,165.42,,,,,455.18,1144.99,1118.69,3,139,,,,,129,374,736,11.50,4.83,,,2.70,0.06,,
04/16/2018,NYPD,1. Critical,940,3.09,115.84,,,,,204.66,415.01,401.85,3,93.5,,,,,57,137,321.5,3.51,1.48,,,1.88,0.05,,
04/16/2018,NYPD,2. Serious,2290,3.12,118.19,,,,,230.34,515.34,493.95,3,90,,,,,67,186,383,4.75,1.87,,,1.92,0.05,,
04/16/2018,NYPD (Non-CIP),Alarms,2604,3.25,124.13,,,,,660.15,2736.20,2735.70,3,107,,,,,240.5,1056.5,1644,34.60,8.93,,,2.01,0.05,,
04/16/2018,NYPD (Non-CIP),Vehicle Accident,3756,3.32,167.09,,,,,867.55,3773.45,3712.37,3,143,,,,,300,1894.5,2572.5,48.43,11.67,,,2.73,0.06,,
04/16/2018,NYPD (Non-CIP),Dispute,5197,3.16,173.30,,,,,745.81,2462.38,2444.21,3,149,,,,,196,773,1386,28.61,9.54,,,2.84,0.05,,
04/16/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1516,3.14,164.51,,,,,643.32,2065.43,2036.27,3,142,,,,,174.5,671.5,1192.5,23.70,7.98,,,2.69,0.05,,
04/16/2018,NYPD (Non-CIP),Other Crimes (In Progress),2697,3.17,158.18,,,,,406.56,1008.87,1003.29,3,131,,,,,105,324,654,10.04,4.14,,,2.58,0.05,,
04/16/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,222,3.21,106.36,,,,,474.94,1479.05,1461.42,3,79.5,,,,,131,610,979.5,16.74,6.14,,,1.72,0.05,,
04/16/2018,NYPD (Non-CIP),Past Crime,3332,3.26,211.18,,,,,889.65,3721.49,3655.82,3,180,,,,,258,1621,2359.5,47.20,11.31,,,3.47,0.05,,
04/16/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,393,3.44,155.76,,,,,244.16,2355.89,1174.00,3,130,,,,,53,1300,412,35.20,1.47,,,2.54,0.06,,
04/16/2018,NYPD (Non-CIP),Possible Crimes,9976,3.18,139.90,,,,,691.11,2852.43,2754.95,3,105,,,,,228,1071,1596,36.02,9.19,,,2.28,0.05,,
04/23/2018,EMS,1. Life Threating Med Emergencies,9731,3.69,64.98,,,70.09,117.84,148.56,532.49,469.55,3,69.5,,,12.5,37.5,76.5,343,408,6.40,1.34,0.77,0.11,1.02,0.06,,
04/23/2018,EMS,2. Non-Life Threatening Med Emergencies,14402,3.69,84.40,,,92.00,126.02,187.20,738.25,635.43,3,83.5,,,12,40.5,80.5,475,535.5,9.18,1.66,0.56,0.16,1.35,0.06,,
04/23/2018,FDNY,3. Medical Emergencies,3346,3.67,212.89,,,69.40,207.99,242.65,523.08,436.95,3,114,,,5,49,7,260.5,390,4.67,0.50,1.63,0.08,3.49,0.06,,
04/23/2018,FDNY,4. Non-Medical Emergencies,2612,3.87,142.85,49.60,104.44,,,207.09,514.03,472.25,3,28,5,47,,,8,273,392,5.11,0.20,,,2.32,0.06,0.09,0.91
04/23/2018,FDNY,1. Structural Fires,259,3.67,30.49,32.72,85.47,,,97.75,293.14,291.15,3,17,5,48,,,8,193,284,3.26,0.17,,,0.45,0.06,0.08,0.88
04/23/2018,FDNY,2. Non-Structural Fires,128,3.87,27.41,32.41,95.56,,,107.46,352.44,349.09,3,19,5,44,,,8,230,315.5,4.08,0.20,,,0.39,0.06,0.08,1.05
04/23/2018,NYPD,1. Critical,953,3.68,113.26,,,,,207.27,395.27,377.79,3,87,,,,,58,135,314,3.13,1.57,,,1.83,0.06,,
04/23/2018,NYPD,2. Serious,2496,3.67,113.30,,,,,233.54,533.14,513.22,3,88,,,,,67,187.5,384,4.99,2.00,,,1.83,0.06,,
04/23/2018,NYPD,3. Non-Critical,649,3.47,168.68,,,,,450.10,1123.20,1111.68,3,144,,,,,120,337,700,11.22,4.69,,,2.75,0.06,,
04/23/2018,NYPD (Non-CIP),Alarms,2422,3.65,127.07,,,,,696.78,2726.08,2726.08,3,109,,,,,258,1105,1732,33.82,9.50,,,2.06,0.06,,
04/23/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,399,3.70,150.81,,,,,250.31,2315.76,1147.44,3,123,,,,,58,1161,415,34.42,1.66,,,2.45,0.06,,
04/23/2018,NYPD (Non-CIP),Vehicle Accident,3784,3.79,165.40,,,,,941.57,3869.29,3799.63,3,142,,,,,318.5,1880,2642,48.80,12.94,,,2.69,0.06,,
04/23/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,235,3.97,97.91,,,,,418.46,1464.51,1464.51,3,78,,,,,111,530,941,17.43,5.34,,,1.57,0.07,,
04/23/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1530,29.52,164.00,,,,,667.01,2039.38,2020.80,3,144,,,,,193,610,1138,22.87,8.38,,,2.24,0.49,,
04/23/2018,NYPD (Non-CIP),Possible Crimes,10058,3.68,140.49,,,,,744.99,3048.45,2968.37,3,106,,,,,239,1098,1681.5,38.39,10.07,,,2.28,0.06,,
04/23/2018,NYPD (Non-CIP),Dispute,5115,3.64,176.97,,,,,832.60,2685.94,2657.28,3,150,,,,,221,816,1513,30.89,10.93,,,2.89,0.06,,
04/23/2018,NYPD (Non-CIP),Past Crime,3452,3.67,212.13,,,,,971.80,3987.77,3919.61,3,179,,,,,285,1637.5,2395.5,50.27,12.66,,,3.47,0.06,,
04/23/2018,NYPD (Non-CIP),Other Crimes (In Progress),2992,3.75,157.39,,,,,427.48,1053.50,1048.36,3,129,,,,,111,315,647.5,10.43,4.50,,,2.56,0.06,,
04/30/2018,EMS,2. Non-Life Threatening Med Emergencies,15078,3.87,80.79,,,88.75,86.05,243.30,872.36,731.31,3,84.5,,,12.5,41,89.5,512.5,558.5,10.48,2.59,-0.05,0.16,1.28,0.06,,
04/30/2018,EMS,1. Life Threating Med Emergencies,10868,3.90,63.99,,,69.45,104.17,153.62,558.32,483.61,3,70.5,,,12,38,83.25,354.5,418.75,6.75,1.42,0.54,0.12,1.00,0.07,,
04/30/2018,FDNY,3. Medical Emergencies,3770,3.88,210.91,,,69.28,206.17,239.33,519.61,449.33,3,117,,,5,52,7,259,395,4.67,0.47,1.73,0.08,3.45,0.06,,
04/30/2018,FDNY,2. Non-Structural Fires,289,4.19,29.74,32.95,96.01,,,108.32,393.43,389.18,3,17,5,47,,,8,258,350,4.75,0.18,,,0.43,0.07,0.08,1.05
04/30/2018,FDNY,4. Non-Medical Emergencies,2688,4.00,137.77,49.16,108.08,,,205.92,521.08,477.95,3,29,5,47,,,8,280,399,5.25,0.21,,,2.23,0.07,0.09,0.98
04/30/2018,FDNY,1. Structural Fires,241,3.96,62.34,30.25,83.00,,,129.62,327.49,309.95,3,16,5,48,,,8,194,286,3.30,0.17,,,0.97,0.07,0.08,0.88
04/30/2018,NYPD,2. Serious,2643,3.98,116.00,,,,,239.91,539.85,523.14,3,87,,,,,71,178,385,5.00,2.07,,,1.87,0.07,,
04/30/2018,NYPD,3. Non-Critical,692,3.78,161.38,,,,,532.38,1320.53,1291.11,3,137,,,,,132,370.5,742,13.14,6.18,,,2.63,0.06,,
04/30/2018,NYPD,1. Critical,1136,3.95,113.88,,,,,205.71,416.85,397.80,3,90.5,,,,,60,135,322.5,3.52,1.53,,,1.83,0.07,,
04/30/2018,NYPD (Non-CIP),Vehicle Accident,3955,3.96,165.64,,,,,919.51,4047.06,3970.52,3,141,,,,,343,1987,2816,52.13,12.56,,,2.69,0.07,,
04/30/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,176,3.72,97.37,,,,,390.05,1368.53,1353.60,3,72,,,,,117.5,644,959.5,16.31,4.88,,,1.56,0.06,,
04/30/2018,NYPD (Non-CIP),Other Crimes (In Progress),3264,3.90,155.49,,,,,449.17,1039.27,1036.49,3,127.5,,,,,112,318.5,662.5,9.83,4.89,,,2.53,0.06,,
04/30/2018,NYPD (Non-CIP),Past Crime,3430,3.88,209.58,,,,,986.71,4178.19,4072.04,3,177,,,,,309,1822,2535.5,53.19,12.95,,,3.43,0.06,,
04/30/2018,NYPD (Non-CIP),Alarms,2578,32.25,125.90,,,,,708.69,2924.04,2923.94,3,107,,,,,267,1139.5,1792.5,36.92,9.71,,,1.56,0.54,,
04/30/2018,NYPD (Non-CIP),Dispute,5623,3.66,176.33,,,,,877.57,2830.57,2812.60,3,150,,,,,234,849,1565,32.55,11.69,,,2.88,0.06,,
04/30/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,374,3.63,150.49,,,,,242.49,2442.40,1211.02,3,129,,,,,53,1256.5,462,36.67,1.53,,,2.45,0.06,,
04/30/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1587,3.82,169.36,,,,,759.65,2396.49,2365.58,3,147,,,,,219,733,1367,27.28,9.84,,,2.76,0.06,,
04/30/2018,NYPD (Non-CIP),Possible Crimes,10497,4.05,140.82,,,,,800.71,3144.71,3043.36,3,107,,,,,262,1144,1765,39.07,11.00,,,2.28,0.07,,
05/07/2018,EMS,1. Life Threating Med Emergencies,10306,3.44,64.83,,,69.98,115.89,152.31,543.87,479.73,3,69.5,,,11.5,38.5,80,341.5,410.5,6.53,1.38,0.73,0.11,1.02,0.06,,
05/07/2018,EMS,2. Non-Life Threatening Med Emergencies,14666,3.45,82.49,,,89.98,108.34,202.41,801.37,673.89,3,83,,,11.5,41.5,83.5,491.5,548,9.98,1.89,0.28,0.16,1.32,0.06,,
05/07/2018,FDNY,4. Non-Medical Emergencies,2528,3.42,148.24,48.52,103.88,,,211.35,518.91,474.09,3,28,5,46,,,8,271,387,5.13,0.18,,,2.41,0.06,0.09,0.92
05/07/2018,FDNY,1. Structural Fires,255,3.57,33.07,37.12,93.08,,,102.92,295.86,292.54,3,16,5,49,,,8,187,279,3.22,0.16,,,0.49,0.06,0.08,0.93
05/07/2018,FDNY,2. Non-Structural Fires,169,3.25,28.24,34.31,86.23,,,96.30,341.12,338.21,3,19,5,44,,,8,234,318,4.08,0.17,,,0.42,0.05,0.10,0.87
05/07/2018,FDNY,3. Medical Emergencies,3504,3.43,221.75,,,70.09,216.67,244.03,521.74,446.79,3,117,,,5,51,7,262,391,4.63,0.37,1.72,0.08,3.63,0.06,,
05/07/2018,NYPD,2. Serious,2516,3.44,112.88,,,,,232.01,529.61,511.84,3,86,,,,,70,183,381,4.96,1.99,,,1.82,0.06,,
05/07/2018,NYPD,1. Critical,984,3.35,113.77,,,,,203.09,430.52,414.94,3,85,,,,,57,136.5,321,3.79,1.49,,,1.84,0.06,,
05/07/2018,NYPD,3. Non-Critical,716,3.27,163.78,,,,,469.23,1220.46,1200.77,3,135,,,,,127,368,740,12.52,5.09,,,2.68,0.05,,
05/07/2018,NYPD (Non-CIP),Dispute,5485,3.32,171.62,,,,,886.84,2810.89,2797.04,3,148,,,,,221,856,1549,32.07,11.92,,,2.81,0.06,,
05/07/2018,NYPD (Non-CIP),Possible Crimes,10255,3.39,138.34,,,,,797.45,3129.02,3043.34,3,104,,,,,243,1153,1754,38.86,10.99,,,2.25,0.06,,
05/07/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,352,3.37,150.65,,,,,267.28,2769.84,1390.51,3,125,,,,,61,1257.5,417,41.71,1.94,,,2.45,0.06,,
05/07/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1478,3.35,167.53,,,,,756.35,2321.15,2301.96,3,146,,,,,220,747,1363,26.08,9.81,,,2.74,0.06,,
05/07/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,201,3.39,104.37,,,,,440.59,1416.51,1416.27,3,80,,,,,132,595,998,16.27,5.60,,,1.68,0.06,,
05/07/2018,NYPD (Non-CIP),Vehicle Accident,3926,3.43,162.41,,,,,935.72,3871.75,3813.06,3,138,,,,,320,1868,2640,48.93,12.89,,,2.65,0.06,,
05/07/2018,NYPD (Non-CIP),Alarms,2374,3.36,122.00,,,,,731.26,2867.46,2865.24,3,105,,,,,242,1103,1661,35.60,10.15,,,1.98,0.06,,
05/07/2018,NYPD (Non-CIP),Past Crime,3265,3.36,208.70,,,,,987.00,3974.43,3882.98,3,179,,,,,293,1629,2406,49.79,12.97,,,3.42,0.06,,
05/07/2018,NYPD (Non-CIP),Other Crimes (In Progress),2923,3.45,159.67,,,,,444.17,1076.91,1072.04,3,132,,,,,114,320,657,10.55,4.74,,,2.60,0.06,,
05/14/2018,EMS,1. Life Threating Med Emergencies,10205,3.73,64.74,,,70.00,110.73,150.66,552.23,482.29,3,72.25,,,12,37.5,79,352,412.5,6.69,1.34,0.61,0.11,1.02,0.06,,
05/14/2018,EMS,2. Non-Life Threatening Med Emergencies,14769,3.67,80.97,,,89.06,105.09,212.26,816.90,693.24,3,85,,,12.5,40.5,84,501.5,550.5,10.08,2.08,0.22,0.17,1.29,0.06,,
05/14/2018,FDNY,4. Non-Medical Emergencies,3282,4.66,191.91,50.70,122.32,,,280.65,601.47,562.16,3,28,5,48,,,8,281,399.5,5.35,0.36,,,3.12,0.08,0.09,1.19
05/14/2018,FDNY,3. Medical Emergencies,3475,3.78,228.13,,,69.26,223.06,252.95,536.23,454.77,3,114,,,5,49,6,261,392,4.72,0.41,1.92,0.08,3.74,0.06,,
05/14/2018,FDNY,2. Non-Structural Fires,121,4.21,43.74,34.66,88.20,,,112.10,353.36,345.07,3,18,5,43,,,8,234,332,4.02,0.18,,,0.66,0.07,0.08,0.89
05/14/2018,FDNY,1. Structural Fires,251,4.22,49.53,34.07,94.81,,,123.96,322.11,313.86,3,17,5,47,,,7,195,279,3.30,0.15,,,0.76,0.07,0.08,1.01
05/14/2018,NYPD,3. Non-Critical,681,3.59,165.69,,,,,461.15,1180.07,1172.03,3,141,,,,,117,355,716,11.98,4.92,,,2.70,0.06,,
05/14/2018,NYPD,2. Serious,2472,3.58,116.93,,,,,246.86,557.60,534.62,3,88,,,,,67,175,378.5,5.18,2.17,,,1.89,0.06,,
05/14/2018,NYPD,1. Critical,1060,3.53,116.45,,,,,216.53,418.03,382.82,3,88,,,,,60,129,320,3.36,1.67,,,1.88,0.06,,
05/14/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,206,4.05,95.41,,,,,408.74,1515.17,1515.17,3,77,,,,,142,581.5,1026,18.44,5.22,,,1.52,0.07,,
05/14/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,374,3.39,148.61,,,,,244.55,2421.75,1108.67,3,127,,,,,58.5,1254,420,36.29,1.60,,,2.42,0.06,,
05/14/2018,NYPD (Non-CIP),Past Crime,3317,3.56,207.23,,,,,996.48,4212.10,4099.38,3,177,,,,,294,1666,2392,53.59,13.15,,,3.39,0.06,,
05/14/2018,NYPD (Non-CIP),Dispute,5373,3.51,174.55,,,,,871.87,2828.04,2805.86,3,149,,,,,235,876,1571,32.60,11.62,,,2.85,0.06,,
05/14/2018,NYPD (Non-CIP),Other Crimes (In Progress),2979,3.62,162.39,,,,,450.78,1095.64,1089.18,3,131,,,,,116,318,668,10.75,4.81,,,2.65,0.06,,
05/14/2018,NYPD (Non-CIP),Vehicle Accident,3936,3.98,166.76,,,,,964.99,4105.52,4005.54,3,139,,,,,338,1971.5,2759,52.34,13.30,,,2.71,0.07,,
05/14/2018,NYPD (Non-CIP),Possible Crimes,10602,3.90,138.59,,,,,802.08,3150.29,3033.35,3,104,,,,,251,1169,1744,39.14,11.06,,,2.24,0.07,,
05/14/2018,NYPD (Non-CIP),Alarms,2418,3.99,124.29,,,,,743.58,3104.14,3104.14,3,106,,,,,271,1206,1895.5,39.34,10.32,,,2.00,0.07,,
05/14/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1428,3.62,162.07,,,,,753.32,2391.83,2373.32,3,141,,,,,213.5,751.5,1351.5,27.31,9.85,,,2.64,0.06,,
05/21/2018,EMS,1. Life Threating Med Emergencies,10653,3.75,65.80,,,71.35,112.24,151.21,559.76,484.03,3,72,,,12,37,79.5,364.5,426.5,6.81,1.35,0.64,0.12,1.04,0.06,,
05/21/2018,EMS,2. Non-Life Threatening Med Emergencies,15394,3.71,82.67,,,90.49,104.96,198.31,824.00,702.54,3,85,,,11.5,40.5,84.5,521,569.5,10.43,1.86,0.22,0.16,1.32,0.06,,
05/21/2018,FDNY,3. Medical Emergencies,3753,3.78,221.87,,,70.95,216.86,251.79,532.75,455.66,3,117,,,5,51,7,261,396,4.68,0.50,1.87,0.08,3.63,0.06,,
05/21/2018,FDNY,2. Non-Structural Fires,160,3.85,38.31,35.19,87.06,,,104.81,342.72,338.57,3,17,5,44,,,7,217.5,312,3.97,0.17,,,0.57,0.06,0.08,0.86
05/21/2018,FDNY,4. Non-Medical Emergencies,2737,3.73,129.20,50.78,105.09,,,193.19,508.10,476.59,3,28,5,47,,,8,278,394,5.25,0.20,,,2.09,0.06,0.09,0.91
05/21/2018,FDNY,1. Structural Fires,244,3.77,29.16,32.36,85.52,,,95.59,288.99,287.68,3,17.5,5,45,,,7,187,275,3.22,0.14,,,0.42,0.06,0.09,0.89
05/21/2018,NYPD,2. Serious,2645,3.66,118.15,,,,,255.83,573.74,550.09,3,89,,,,,73,190,398,5.30,2.29,,,1.91,0.06,,
